year,month,type,value
2005,1,delay_carrier,6.515222978435861
2005,1,delay_late,7.167211555108814
2005,1,delay_security,0.06684730629005771
2005,1,delay_nas,8.96177656604301
2005,1,delay_weather,1.3787918772681511
2005,2,delay_carrier,5.404890965503588
2005,2,delay_late,5.8587282609492926
2005,2,delay_security,0.039321000784842984
2005,2,delay_nas,8.340770393081657
2005,2,delay_weather,0.8753566634637255
2005,3,delay_carrier,5.876602325355442
2005,3,delay_late,6.457131521844733
2005,3,delay_security,0.0742737312562749
2005,3,delay_nas,7.988544871587255
2005,3,delay_weather,0.8788580496809917
2005,4,delay_carrier,4.4425946858830745
2005,4,delay_late,4.347202317272563
2005,4,delay_security,0.03679780383924426
2005,4,delay_nas,5.763258378582053
2005,4,delay_weather,0.5721405838934752
2005,5,delay_carrier,4.410646029128077
2005,5,delay_late,4.527696721871426
2005,5,delay_security,0.02986815267354367
2005,5,delay_nas,5.646801734542175
2005,5,delay_weather,0.6125256586673437
2005,6,delay_carrier,6.278762957673653
2005,6,delay_late,7.262500512972037
2005,6,delay_security,0.049194428713301985
2005,6,delay_nas,8.235016702369528
2005,6,delay_weather,1.1133594333505672
2005,7,delay_carrier,7.105422152012631
2005,7,delay_late,8.820202210009855
2005,7,delay_security,0.064932376373692
2005,7,delay_nas,9.049124069806869
2005,7,delay_weather,1.5172327580852942
2005,8,delay_carrier,6.4248316701114705
2005,8,delay_late,7.052771895565726
2005,8,delay_security,0.07486400466632007
2005,8,delay_nas,7.71845478868417
2005,8,delay_weather,1.1462774051202729
2005,9,delay_carrier,4.669753575514626
2005,9,delay_late,4.299364565792432
2005,9,delay_security,0.03537465193912788
2005,9,delay_nas,5.636707165656948
2005,9,delay_weather,0.5498081855906716
2005,10,delay_carrier,4.757178865958514
2005,10,delay_late,5.009429537448205
2005,10,delay_security,0.03405532535194158
2005,10,delay_nas,6.371669546086461
2005,10,delay_weather,0.683043366761598
2005,11,delay_carrier,5.410511218112896
2005,11,delay_late,5.213523911131209
2005,11,delay_security,0.03187208772419447
2005,11,delay_nas,7.475329336663501
2005,11,delay_weather,0.6880742857748469
2005,12,delay_carrier,8.059265160926227
2005,12,delay_late,8.18084085941472
2005,12,delay_security,0.09567165143978348
